"","se_1","se_2","se_3","se_4","se_5","se_6","se_7","se_8","se_9","se_10","se_11","se_12","se_13","se_14","se_15","se_16","se_17"
"7-hydroxymitragynine",15.9295372607976,15.3098445135737,15.2514386292324,15.1260934059085,15.3528854933014,15.2204898446759,15.3475803896627,15.2994385089417,15.373624602867,15.4327233321365,15.5648229384916,15.4901505892219,15.2224473402896,15.2636573592088,15.452860256717,15.1732802592339,15.2176227857478
"7-hydroxyoctanoic acid",15.4963755856571,16.6996397434313,16.0529296339327,15.2570166577501,16.135649830716,15.2577393776674,16.4215708678427,15.5774189975278,16.1761101869416,14.9992997264688,15.7557992992866,15.6069507811782,16.2744684516092,15.9596474991427,16.1626436703327,15.6591681248005,15.9078163174079
"7-ketodeoxycholic acid",14.0589516925423,14.4175664293627,15.9667175433714,14.5495623309521,15.9664878311045,15.851037232234,13.6777958537773,15.5119945069615,13.6075510140811,19.3961296330171,13.3880563924376,14.0532982198273,15.9797024785098,14.943761274005,15.3329176957383,15.0568565700067,16.0098758301748
"7-methyl-2'-deoxyguanosine-3'-monophosphate",11.7733472260558,11.7701012942984,11.7745602593511,11.7792097309381,11.7791580905457,11.7735373789513,11.7712234958857,11.7818304273672,11.770651608576,11.7834309452432,11.7702180653844,11.7821343660653,11.7755089998669,11.7765516285659,11.7856861797601,11.7820401068697,11.7773825600284
"7-methylguanosine",14.0452254119369,14.105359407659,13.9028746105858,13.3677867037028,13.9271878637301,14.0850101587774,13.769290507135,13.6927097018895,14.1641544081657,14.035763927448,13.9963532705139,14.0116451202836,14.08247595106,13.9331640242462,13.8830755793155,13.7853499304462,13.7713982443416
"7-methylxanthine",12.1502462279981,13.6597525104337,13.9054594463432,14.3629175688337,13.8785047639595,14.4221755141825,13.9063951681154,14.4068466018477,13.6812232026392,14.3076605210514,13.2132847622004,13.5453057956243,14.0213840422973,13.7429671355649,13.8541523460442,14.1539127511299,13.9032958712853
"7z,10z-hexadecadienoic acid",15.6625940826235,16.59556457562,15.6500916469146,15.4483851158232,15.8225155315566,15.2873644446698,16.2298855029395,15.298233617018,16.0144455288316,14.7561523381952,15.7164227123155,15.7315952836927,15.9574731874616,15.39504573712,15.8248810344455,15.3455154524198,15.739622628809
"8-epiloganic acid",10.9496980282056,10.9855606924203,10.9727742832777,10.9449690416193,10.9635097268987,10.940840606145,10.9630225643578,10.9633879583536,10.962900736894,10.9545277772427,10.9721708716868,10.9541591541498,10.9679102273783,10.9680314503922,10.9496980282056,10.9449690416193,10.9682738526529
"8-hydroxy-3-methyl-3,4-dihydrotetraphene-1,7,12(2h)-trione",12.3327581019655,11.9824243997619,11.9676850326133,12.2644076473038,12.4378347362859,12.287340468073,11.7340943945292,12.3373304361427,12.4103051873786,12.4101865973189,12.2876857441038,12.0047429598357,12.9044178309357,12.2644977353096,12.2586204635224,12.2692036777912,12.752267731585
"8-hydroxy-7-methylguanine",16.2324766379444,16.4161953650192,16.1276579943703,16.3113944074853,16.1780132809454,15.9662698714253,16.5871835752397,16.0618936285453,16.4280275563491,15.918481477745,16.4201648791249,15.8352503138239,16.086099548045,16.456723110877,16.2321609443478,15.8604108831907,16.2107247363162
"8-hydroxyguanine",14.887965987408,15.5404207482186,16.1769671322642,16.1620496405304,15.9903062929214,16.2508217111099,15.3114812352823,16.1547866158194,15.6804517405638,16.4396912642052,15.9667216199964,16.0209408565383,16.0283790303235,15.5207839081517,15.6239467704465,15.8652276121349,16.0823332829852
"8-phenyltheophylline",11.6537256758502,12.0241795361217,11.6317503289416,11.4372265204946,11.346201449683,12.3606998405448,12.3126596767537,11.6379242892851,11.2328012544753,12.4610620008477,12.2018750204262,12.136872100086,11.4074999888047,12.3703230860835,12.2670612493409,11.8367644029025,11.5622861716153
"9,12,15,18,21-tetracosapentaenoic acid",13.2697479905873,14.0989327388664,14.0300255690529,14.0252811341957,14.2562167940278,13.6426865502239,13.9055781997883,13.8889331753299,14.2325919771977,12.958143103403,12.7945731715117,12.823507210125,13.424959211275,13.8978885272431,13.2484772609211,14.2702963658045,14.0901256711467
"9-(2-phosphonylmethoxyethyl)-2,6-diaminopurine",13.4546505854103,13.6543253427271,13.742090462332,13.5332313191047,13.7873592756177,13.8411025173346,13.682119299522,13.6224994195115,13.3179615014574,14.0959828200674,13.7573209356059,13.3064675845609,13.7957062425676,13.6255622648219,13.3208872409129,13.6860227328059,13.6733172689261
"9-(tetrahydrofuran-2-yl)-9h-purin-6-amine",12.7743849156509,14.0870634807695,14.1674422786824,13.7087150194442,14.0610522175729,14.0046396266028,13.7922306490119,14.0702656444239,14.2585677193785,14.3141657021555,13.7209280894173,14.0953684552228,13.9701120380145,14.2785444327474,14.2844410650853,14.2088654491706,13.9534983468517
"9e-heptadecenoic acid",16.4354431824634,16.6945888261928,16.6769386317887,16.3597340441838,16.6125244060427,15.6411990806192,16.2685086551982,16.4787630819949,16.2177148676171,14.7042802402438,16.508025500543,15.95128474706,16.511539631257,16.1844899223257,16.4175924467091,16.0874010827701,16.6826933295073
"A methyl farnesoate",14.8415634913657,15.471186763096,14.8061182988346,14.6598343399066,15.0092675510778,14.4396102021141,15.3789660242225,14.4901570371975,14.9135267370674,14.2787672724197,14.6616216431995,14.9189439769847,15.1061707145395,14.2310186999901,15.0410243300452,14.3392210665837,14.7607700136727
"Acetaminophen",12.6754985298576,11.4501108653349,12.5470945776699,11.6672858449605,12.7141917587866,11.9868240052342,12.0052859528763,12.1055816065778,11.787104580942,12.6521608859175,12.6222188685783,11.8722455858031,11.2581222282378,11.866136294345,11.2481104648855,11.9957244417225,10.8446313809461
"Acetyl citrate",16.9623404176888,15.8599041211184,15.8129949881692,17.3193812375534,11.5481378184588,16.0212505781306,11.6477364046974,15.9561289881008,16.1296210801701,16.172946892107,15.7343625125623,16.5343066145192,15.9573628745991,15.9284745466279,16.6430206075749,16.0854368398468,15.8333240147421
"Acetylglycine",15.3198261966163,15.942396637636,15.3119256522546,15.0147360074706,15.2812614849978,15.9812379431082,15.6664654327233,15.4259367725694,15.6817218534686,15.0630674679492,15.3014333329146,15.8691456304114,15.4575180343114,15.9599907737448,15.0254091628759,15.7487813693127,15.1405754292633
"Adenosine dialdehyde",18.4130269229484,17.4602257711668,17.4991743440086,18.5522608184518,17.5222128698054,17.4797240630026,12.5892378648974,17.465565227671,17.3812975230842,17.5831404246267,16.6779777671862,17.4589872581403,17.3370150885724,17.4566371247886,17.7963470822506,17.6206289894033,17.6213066328047
"Adibendan",11.7618051888542,11.7634736802312,11.7341637943095,11.7458960518119,11.7603918155256,11.7409657513252,11.7883534171615,11.7664439239334,11.7354824715365,11.733899047377,11.7588473192822,11.7216916165473,11.7546919968036,11.7674907392473,11.7410972027945,12.0458940673459,11.7762882963232
"Adipoylglycine",15.4536221774973,15.165591071903,15.5549661750743,15.1890938256024,15.225689921016,15.3056696877987,15.1851510146092,15.5937802276967,15.5575840162896,15.479329753294,15.5271961975956,15.604384125757,15.4862067891925,15.5454745505696,15.552934450908,15.5069017948452,15.4828312364761
"Adrenic acid",14.7710650966928,15.0362298406485,15.0991973428093,14.6188409842977,15.1263596294281,14.8128581793719,14.9136904511623,14.5242543649122,14.9380129622511,14.1313489237369,14.4809340513488,14.5917094889214,15.1291487290196,14.8349262362536,14.6688524093448,14.7467735156395,15.080058491262
"Ajugol",13.304488383595,13.1007154555548,11.9184556274027,13.3877893514919,12.7946984265575,11.9508295259843,13.4475096670603,12.738546984757,13.3961162031339,12.8288745573311,13.0942854064681,13.5879000089428,12.7785641295174,12.9324842669374,12.8276420126626,12.3151609827079,11.9605700078329
"Ala-cys-gly",14.2457164556612,14.6201936640465,14.6097873535692,14.2291374531632,14.2338057516767,15.0938822722232,14.5888977374801,14.4651198135023,14.4740751249158,15.0430646470006,13.8709802521088,14.3315378246592,14.4886346529198,14.7417971391757,14.3345580826499,14.585767045897,14.6750623403412
"Ala-hyp-gly",20.3163522502173,20.8559409488016,21.4551573357472,20.9755253228557,21.2304662286207,20.2446807901273,20.6431550754261,21.1652869295837,20.5722700274883,19.9266578847711,21.441694567635,20.8382582839213,21.204146122708,20.6764860502254,21.1939681973998,20.3552021576737,21.195393672757
"Alacepril",12.4741304330913,12.6535079656311,12.2364034648568,12.8329898128667,13.2595003370852,13.4206337608425,10.7477044504825,13.2619477414278,11.1831711335889,14.355674508891,10.705763832206,10.3769379552745,12.4998879972625,11.2269975878758,12.5365790599646,12.7312398185908,13.0879220106234
"Alanine lactate pyruvate",15.2954078428002,14.8048325066001,14.7570406261444,15.2219772984039,14.8049679265087,14.6174738956219,14.8472465862106,14.7450029854688,14.7120921856493,14.6103322025625,14.7739641438783,14.44986961674,14.7239427329626,14.7458645472963,14.4472993990321,14.7281452589517,14.6474721426236
"Alanylglycine",22.201162568502,22.3476146887439,22.0333238470612,22.7765822268483,22.1462905570249,22.3185039568399,22.2659852856689,22.1975913946966,22.2369880573312,22.4426262804924,22.3917028474954,22.5784084594954,22.1295271006446,22.2373307114669,22.5718817318198,22.3627187384347,22.1222587434666
"Alanylisoleucine",14.6495816678386,13.9770719752618,13.9561929176865,13.9764823524048,13.9300147196785,15.1924209355479,14.9054448874544,13.901147581791,14.7863756347352,14.9362428767626,14.2717284274724,14.4191089918459,13.9613419762573,14.4271571117873,14.4117145262693,14.5769389217393,13.5131015368417
"Alanylproline",14.4809299923529,13.9331164679025,14.1563372534402,14.8912597354213,14.5636080470077,14.2732453609266,14.0915619333501,14.9806666775812,14.5540977375181,14.3420389846015,14.6796524199013,14.0601279124763,14.4748972232417,14.1108694484493,14.4205692446141,14.5333924334555,14.5646646227765
"Albendazole-2-aminosulfone",10.7036751554417,10.8300934859265,10.3269402596642,10.7234442607574,10.5295653189015,10.3335277870932,11.4591661133741,10.4541452219549,11.2377267561734,10.7039193350222,10.6728809222489,10.585499362547,9.59939139795583,10.7963777321736,10.6923933142114,10.705312636185,10.4961524251188
"Alizarin",12.2506277853456,12.4674244276851,12.5385019586165,12.2917674015692,12.4269002352271,12.7320288693477,12.3691304565507,12.6265242160875,12.6646637183918,12.4981655504661,12.6839380915824,12.7228982615731,12.5779187340756,12.6998042358548,12.6518720045004,12.5164511573516,12.6221962951031
"All-trans-retinoic acid",16.0040721910119,16.0467914196656,16.7144863499269,16.3587190131982,16.2062588216959,15.21035841382,16.2980759302017,16.0018008069999,16.243843367889,15.3249035694548,16.6945443583078,16.3186726665057,16.4212661458421,15.8790093261092,17.1924933697279,15.7233604286287,16.3518782829948
"Allantoin",16.3548847910374,16.8049285781563,16.9354247734562,16.8068980378,16.833308699528,16.9528530341909,17.0697042694402,16.8786816080796,16.9287038330221,16.5934136385765,16.877090700741,16.8235635883272,16.896702631617,17.3010874695646,16.8405031576864,16.8452027947404,16.9750290598912
"Allo-hydroxycitric acid lactone",17.3027226108769,14.0131147172251,14.1916439730614,17.8670713102455,12.1840937656323,15.4297096177603,15.6504221551573,13.6257343570264,11.4899360454855,13.9744045510736,15.0089714319701,15.4587641550613,13.053046532608,15.5494701080003,16.56599560489,15.3642093708055,13.4386382798771
"Allophanic acid",17.7831793641442,17.9231686081947,17.4164941778068,17.4075926808834,17.4716842992682,17.0857428924071,17.279779633166,17.2601512572823,17.7501440601612,17.3603301489035,17.3285508042933,17.4780399248472,17.3201721589132,17.8504290432844,17.1209305632087,17.5747555759568,17.4003634977505
"Alpha-ketoisovaleric acid",17.9269620888922,18.0884779613048,18.0294477604466,17.5719251254055,17.9613544755693,18.3550808206758,17.8970932721933,17.9226646079341,17.766229968416,18.1407360490193,17.7723799871978,17.6107355351549,18.0378249212903,17.9985863589312,17.4833287627911,17.8757758605413,17.7686845417055
"Alpha-linolenic acid",18.2283675037703,18.9399307376923,18.5467577600443,18.193810311137,18.6513986702479,17.8474164557603,18.7811145269188,18.1652518008107,18.4982190046166,17.5176250695031,17.9920427192704,17.9773247065462,18.4168011575986,18.1458191141983,18.4444584085451,18.038012979431,18.4878514722601
"Alpha-tocopherol",14.6509436932993,14.7440166384313,14.354275906386,14.3297715783822,14.2508165403489,14.2405444731826,14.3336994244343,14.2402461151935,14.3639858551355,13.7122004363676,14.8721011646356,14.4784191231624,14.0937829145565,14.3317564480542,14.2884862064851,14.3098483317081,14.1920836806044
"Alrestatin",13.1019781785415,13.0777366066047,12.699932688005,13.2682376197225,13.0939410120235,12.6469823398615,12.5834320057858,13.0418018972541,13.146281577462,13.7368099525125,13.6175557508796,13.4534892771387,13.5506907384186,13.3418436314795,13.7013759410053,13.4565095605227,13.4591911224183
"Aminoadipic acid",14.1167914101245,13.8492229577737,14.0757286481308,13.9979976436751,14.0193001719537,14.1835126382562,14.0160434427856,14.1504950713872,13.935143781918,14.059789748482,13.9092234856754,14.0699244297797,13.9338529094908,14.0037569079082,13.9478486606222,13.9299694730495,13.7634933182224
"Aminodeoxykanamycin",13.3600763007328,13.1800265539801,12.6915412111336,12.9923494135034,13.4773605426692,12.9384105247742,12.8328319929803,12.983280274994,12.6336575416043,12.9278932741805,12.4863200260869,13.0628600612225,13.105062214993,13.3128236073229,12.4608834195991,12.5417844303988,13.2320453619688
"Amitrole",14.9396155518891,15.1718420126118,14.9469842562467,15.5801491998545,14.9233721324695,15.0984632287994,15.0422915299491,15.0403978524747,15.0233608237053,15.2256511644764,15.0890767960621,15.52740131449,14.9007252449938,14.8913099977935,15.3575155595195,15.0896690118807,14.8907871719141
"Amperozide",15.1994360991873,15.1164984433746,14.5633062935227,14.917016592739,14.5911150321455,14.6265889311121,14.8036193595211,14.6325406798255,15.0393628855148,14.5672402802826,14.9580441337064,15.0730909891746,14.6415629074807,14.7476295543147,14.8298387871678,14.8235635795557,14.5269832695588
"Andolast",11.7666074840822,11.7509645081673,11.630504032072,11.8703549254196,11.5752204707649,11.6644317978853,11.6790763428067,11.0772503638738,11.7703507190522,11.7172369679807,11.3806010100338,11.2653113788132,11.2467767265822,11.7642264637863,11.4830540033433,12.2262155106799,11.1341456348865
"Anethole trithione",11.4106141772493,11.393791376679,11.3546887703303,11.4117674800346,11.080967974496,11.4099954854388,11.3832611906591,11.4097060174251,11.4440856313792,11.5625506411516,11.443598304496,11.417918779681,11.5510376053868,11.4232441863612,11.4907039823936,11.4300971584078,11.4369086614681
"Anserine",15.8908957757059,16.518013321234,16.9396279614822,16.9160406632104,16.7488636365994,16.7032973492934,16.8238462438052,17.2514210462384,16.8683876213191,16.7638668573035,16.7379398434143,17.0416630366085,16.7703695892469,17.1169433728975,16.3546809106608,17.0931266384689,16.9029210024194
"Antcin k",16.1302014454103,16.5338501851707,16.2970887510242,15.4966603158566,15.2794286788589,14.9562297842768,15.2463169592805,14.9693493368143,15.1081146952948,14.6654588653156,15.8647325105493,15.107430073068,15.7064346696622,15.5857768907276,14.9636525553324,15.5998268632629,13.9708328100208
"Arabinonic acid",15.0678573272884,15.816081617486,15.781445413469,15.6968072962462,15.655695960666,15.8546739203574,15.5909980748318,15.6385626134604,15.8141102970623,15.7320829797985,15.9632741507404,15.5876666520102,15.6556933439013,15.8065698162543,15.6676021884674,15.5287565532592,15.6162955823657
"Arachidonic acid",18.3953065591059,18.409472384455,18.6654390613067,18.2125302847388,18.6506718901587,18.26960207599,18.5246136922782,18.7299575322872,18.3545969646017,17.9159582758308,18.3245646214784,18.400832589719,18.6870749133275,18.2415182992146,17.913346247828,18.2297138724494,18.6310960199177
"Arg-gly-asp-ser",13.9567365108782,13.8125649665003,13.8970228301544,13.5236783817173,14.4811591194162,14.3165479924897,13.4387559604762,14.5807999691045,14.1831724934701,14.8070668788009,14.2655662328478,14.176062741201,14.6596793741044,14.4177881569433,14.1603325836988,14.4778789371703,14.6285378422224
"Arginine chloride",12.999902984568,12.3641831811997,13.1029839652378,12.9421579672005,13.0549785232725,12.607351469642,12.3673828303419,12.7407286170979,12.1927272364954,13.311608386216,13.1308361536484,13.2817382556189,13.3195258361535,12.8941060419062,13.2594802032993,12.7181770542482,13.0325044320413
