"","MetabID","shortname","Fill..","S.N.average","Ontology","Metabolite.name","Formula","HMDB","KEGG","HMDB_accession","CHEBI_ID","PubChem_ID","BiGG_ID","INCHIKEY","SMILES","Serum","Urine","SUB_CLASS","CATEGORY","MAIN_CLASS"
"1,2-didecanoyl-sn-glycero-3-phosphocholine","19771_pos","1,2-didecanoyl-sn-glycero-3-phosphocholine",0.13,654362.8,NA,"[PC (10:0)] 1,2-didecanoyl-sn-glycero-3-phosphocholine","null","1,2-Didecanoyl-sn-glycero-3-phosphocholine","","HMDB0244070","NA","166886","NA","null","null",FALSE,TRUE,NA,NA,NA
"1,2-dilauroyl-sn-glycero-3-phosphate","18585_neg","1,2-dilauroyl-sn-glycero-3-phosphate",0.04,4.75,"1,2-diacylglycerol-3-phosphates","no MS2: 1,2-Dilauroyl-sn-glycero-3-phosphate; LC-ESI-QTOF; MS2; CE","C27H53O8P",NA,NA,NA,NA,NA,NA,"OKLASJZQBDJAPH-RUZDIDTESA-N","CCCCCCCCCCCC(=O)OC[C@H](COP(O)(O)=O)OC(=O)CCCCCCCCCCC",FALSE,TRUE,NA,NA,NA
"1,2-naphthalenedicarboxaldehyde","3067_pos","1,2-naphthalenedicarboxaldehyde",0.02,36.7,NA,"Unknown","null","1,2-Naphthalenedicarboxaldehyde;2,3-Naphthalenedicarboxaldehyde;Diphenoquinone;Phenyl-p-benzoquinone","","HMDB0244100;HMDB0247313;HMDB0251447;HMDB0256429","NA;NA;NA;NA","10154340;96400;NA;NA","NA;NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"1,2-naphthoquinone","2003_pos","1,2-naphthoquinone",0.33,11.16,NA,"Unknown","null","1,2-Naphthoquinone;1,4-Naphthoquinone","C14783;C02617","HMDB0244101;HMDB0244221","34055;27418","10667;NA","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"1,2-o-isopropylidene-d-glucofuranose","4617_neg","1,2-o-isopropylidene-d-glucofuranose",0.02,10.23,NA,"Unknown","null","1,2-O-Isopropylidene-D-glucofuranose","","HMDB0242729","NA","219905","NA","null","null",FALSE,TRUE,NA,NA,NA
"1,3,2-dioxathiolane 2,2-dioxide","725_neg","1,3,2-dioxathiolane 2,2-dioxide",0.38,5.66,NA,"Unknown","null","1,3,2-Dioxathiolane 2,2-dioxide","","HMDB0252075","NA","14075","NA","null","null",FALSE,TRUE,NA,NA,NA
"1,3,4-pentanetriol","637_neg","1,3,4-pentanetriol",0.4,137.21,NA,"Unknown","null","1,3,4-Pentanetriol;2-(2-Methoxyethoxy)ethanol;Trimethyl orthoacetate","","HMDB0244182;HMDB0244920;HMDB0259236","NA;44836;NA","21749233;8134;NA","NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"1,3,7-trimethyl-8-(3-chlorostyryl)xanthine","10365_pos","1,3,7-trimethyl-8-(3-chlorostyryl)xanthine",0.18,23.69,NA,"Unknown","null","1,3,7-Trimethyl-8-(3-chlorostyryl)xanthine;4-(Dipropylsulfamoyl)-2-nitrobenzoic acid;8-(3-Chlorostyryl)caffeine","","HMDB0244192;HMDB0245264;HMDB0247411","NA;NA;NA","44134628;193351;1902","NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"1,3,7-trimethyluric acid","4139_neg","1,3,7-trimethyluric acid",0.8,23.42,NA,"Unknown","null","1,3,7-Trimethyluric acid;Sedoheptulose;Caffeinol;d-Glycero-d-galacto-heptose;MANNOHEPTULOSE;(3R,5R,6R)-1,2,3,5,6,7-Hexahydroxyheptan-4-one","C16361;C08355","HMDB0002123;HMDB0003219;HMDB0249533;HMDB0253107;HMDB0254327;HMDB0255327","691622;27520;NA;NA;NA;NA","79437;441483;53630515;219662;102926;53928572","NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"1,3-diacetylpropane","874_neg","1,3-diacetylpropane",0.42,53.93,NA,"Unknown","null","1,3-Diacetylpropane;Cyclohexanecarboxylic acid;2,3-Heptanedione;Dihydro-5-propyl-2(3H)-furanone;Butyl acrylate;Isobutyl acrylate","C09822;C10921","HMDB0029165;HMDB0031342;HMDB0031476;HMDB0031681;HMDB0249474;HMDB0253609","NA;36096;NA;NA;3245;NA","100532;7413;60983;7742;8846;NA","NA;NA;NA;NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"1,3-dipropyl-8-p-sulfophenylxanthine","12776_neg","1,3-dipropyl-8-p-sulfophenylxanthine",0.49,210.74,NA,"Unknown","null","1,3-Dipropyl-8-p-sulfophenylxanthine;2,6-Dioxo-9-phenyl-1,3-dipropylpurine-8-sulfonic acid","","HMDB0244176;HMDB0257790","NA;NA","1330;57014952","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"1,3-dithiane","621_neg","1,3-dithiane",0.22,11.06,NA,"Unknown","null","1,3-Dithiane;Methyl 2-propenyl disulfide","C08383","HMDB0031473;HMDB0041389","47845;6854","10451;62434","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"1,4-bisdesoxycyadox","5543_neg","1,4-bisdesoxycyadox",0.36,183.46,NA,"Unknown","null","1,4-Bisdesoxycyadox","","HMDB0244200","NA","72727583","NA","null","null",FALSE,TRUE,NA,NA,NA
"1,4-diacetoxy-2,3-dicyanobenzene","6003_pos","1,4-diacetoxy-2,3-dicyanobenzene",0.16,13.44,NA,"Unknown","null","1,4-Diacetoxy-2,3-dicyanobenzene","","HMDB0244205","NA","134319","NA","null","null",TRUE,TRUE,NA,NA,NA
"1,4-diamino-2,3-dicyano-1,4-bis(o-aminophenylmercapto)butadiene","12189_neg","1,4-diamino-2,3-dicyano-1,4-bis(o-aminophenylmercapto)butadiene",0.51,19887.15,NA,"Unknown","null","1,4-Diamino-2,3-dicyano-1,4-bis(o-aminophenylmercapto)butadiene","","HMDB0259375","NA","NA","NA","null","null",TRUE,TRUE,NA,NA,NA
"1,4-dihydroxy-2-naphthoic acid","3963_pos","1,4-dihydroxy-2-naphthoic acid",0.16,11.09,NA,"Unknown","null","1,4-Dihydroxy-2-naphthoic acid;7,7,8,8-Tetracyanoquinodimethane","C03657","HMDB0244212;HMDB0244685","18094;52445","671;73697","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"1,4-dithiothreitol","1715_neg","1,4-dithiothreitol",0.16,178.18,NA,"Unknown","null","1,4-Dithiothreitol;(2R,3S)-3,4-DImercaptobutane-1,2-diol;2-Hydroxyethyl disulfide;Dithioerythritol","C00265","HMDB0013593;HMDB0243584;HMDB0245158;HMDB0251493","42106;NA;43136;18320","439196;3027721;15906;NA","NA;NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"1,5-benzothiazepin-4(5h)-one, 2,3-dihydro-3-hydroxy-2-(4-methoxyphenyl)-5-(2-(methylamino)ethyl)-, (2s,3s)-","11766_pos","1,5-benzothiazepin-4(5h)-one, 2,3-dihydro-3-hydroxy-2-(4-methoxyphenyl)-5-(2-(methylamino)ethyl)-, (2s,3s)-",0.53,12003.72,NA,"Unknown","null","1,5-Benzothiazepin-4(5H)-one, 2,3-dihydro-3-hydroxy-2-(4-methoxyphenyl)-5-(2-(methylamino)ethyl)-, (2S,3S)-","","HMDB0247530","NA","162440","NA","null","null",TRUE,TRUE,NA,NA,NA
"1,7-bis(4-hydroxyphenyl)hepta-1,6-diene-3,5-dione","9277_pos","1,7-bis(4-hydroxyphenyl)hepta-1,6-diene-3,5-dione",0.4,6.4,"4-hydroxycoumarins","no MS2: Warfarin; LC-ESI-ITFT; MS2; CE","C19H16O4","1,7-Bis(4-hydroxyphenyl)hepta-1,6-diene-3,5-dione","","HMDB0244245","NA","147439","NA","PJVWKTKQMONHTI-UHFFFAOYNA-N","CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O",FALSE,TRUE,NA,NA,NA
"1,n6-ethenoadenosine","8397_pos","1,n6-ethenoadenosine",0.51,23.54,NA,"Unknown","null","1,N6-Ethenoadenosine;2-Deoxy-2,3-dehydro-n-acetyl-neuraminic acid;Carprazidil;Ethenoadenosine","","HMDB0244260;HMDB0245680;HMDB0249688;HMDB0252011","NA;NA;NA;NA","3260;1553;NA;NA","NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"1-((1-(4-chlorophenyl)-1h-1,2,3-triazol-4-yl)methyl)-4-phenylpiperazine","10882_neg","1-((1-(4-chlorophenyl)-1h-1,2,3-triazol-4-yl)methyl)-4-phenylpiperazine",0.42,11.69,NA,"Unknown","null","1-((1-(4-Chlorophenyl)-1H-1,2,3-triazol-4-yl)methyl)-4-phenylpiperazine","","HMDB0250044","NA","NA","NA","null","null",TRUE,TRUE,NA,NA,NA
"1-((4-methylsulfonyl)phenyl)-3-trifluoromethyl-5-(4-fluorophenyl)pyrazole","12934_pos","1-((4-methylsulfonyl)phenyl)-3-trifluoromethyl-5-(4-fluorophenyl)pyrazole",0.02,10.05,NA,"Unknown","null","1-((4-Methylsulfonyl)phenyl)-3-trifluoromethyl-5-(4-fluorophenyl)pyrazole","C11705","HMDB0257537","8983","NA","NA","null","null",FALSE,TRUE,NA,NA,NA
"1-(1,3-benzodioxol-5-yl)-4,4-dimethyl-1-penten-3-ol","5518_pos","1-(1,3-benzodioxol-5-yl)-4,4-dimethyl-1-penten-3-ol",0.29,8.53,NA,"Unknown","null","1-(1,3-Benzodioxol-5-yl)-4,4-dimethyl-1-penten-3-ol","","HMDB0246697","NA","NA","NA","null","null",FALSE,TRUE,NA,NA,NA
"1-(1-hydroxy-2,2,6,6-tetramethylpiperidin-4-yl)-1h-pyrrole-2,5-dione","6439_pos","1-(1-hydroxy-2,2,6,6-tetramethylpiperidin-4-yl)-1h-pyrrole-2,5-dione",0.4,18.33,NA,"Unknown","null","1-(1-Hydroxy-2,2,6,6-tetramethylpiperidin-4-yl)-1h-pyrrole-2,5-dione","","HMDB0243771","NA","123849","NA","null","null",FALSE,TRUE,NA,NA,NA
"1-(1-naphthyl)-2-thiourea","3710_neg","1-(1-naphthyl)-2-thiourea",0.38,20.45,NA,"Unknown","null","1-(1-Naphthyl)-2-thiourea","C19136","HMDB0243772","NA","NA","NA","null","null",FALSE,TRUE,NA,NA,NA
"1-(1-phenylcyclohexyl)-3-methylpiperidine","6690_pos","1-(1-phenylcyclohexyl)-3-methylpiperidine",0.31,14295.65,NA,"Unknown","null","1-(1-Phenylcyclohexyl)-3-methylpiperidine","","HMDB0250006","NA","150980","NA","null","null",TRUE,TRUE,NA,NA,NA
"1-(10h-phenothiazin-2-yl)ethanone","5640_neg","1-(10h-phenothiazin-2-yl)ethanone",0.2,4.53,NA,"Unknown","null","1-(10H-Phenothiazin-2-yl)ethanone;""Morin-5'-sulfonic acid""","","HMDB0244969;HMDB0254884","NA;NA","81131;86098104","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"1-(2,4-dichlorophenyl)-1-(4-fluorophenyl)-2-(1,2,4-triazol-1-yl)ethanol","10792_neg","1-(2,4-dichlorophenyl)-1-(4-fluorophenyl)-2-(1,2,4-triazol-1-yl)ethanol",0.36,45.45,NA,"Unknown","null","1-(2,4-Dichlorophenyl)-1-(4-fluorophenyl)-2-(1,2,4-triazol-1-yl)ethanol;2-Methyl-N-(5-methyl-2-thiazolyl)-1,1,4-trioxo-3H-1$l^{6},2-benzothiazine-3-carboxamide;2-(2-Chlorophenyl)-2-(6,7-dihydro-4H-thieno[3,2-c]pyridin-5-yl)propanedioic acid","","HMDB0253361;HMDB0254811;HMDB0257750","NA;NA;NA","131280;10291556;67237777","NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"1-(2-aminoacetyl)-n-(4-nitrophenyl)pyrrolidine-2-carboxamide","8452_pos","1-(2-aminoacetyl)-n-(4-nitrophenyl)pyrrolidine-2-carboxamide",0.09,18.12,NA,"Unknown","null","1-(2-Aminoacetyl)-N-(4-nitrophenyl)pyrrolidine-2-carboxamide","","HMDB0243776","NA","4297684","NA","null","null",FALSE,TRUE,NA,NA,NA
"1-(2-hydroxy-5-(trifluoromethyl)phenyl)-5-(trifluoromethyl)-1h-benzo[d]imidazol-2(3h)-one","11279_neg","1-(2-hydroxy-5-(trifluoromethyl)phenyl)-5-(trifluoromethyl)-1h-benzo[d]imidazol-2(3h)-one",0.04,6.37,NA,"Unknown","null","1-(2-Hydroxy-5-(trifluoromethyl)phenyl)-5-(trifluoromethyl)-1H-benzo[d]imidazol-2(3H)-one","C13833","HMDB0255771","34879","4552","NA","null","null",FALSE,TRUE,NA,NA,NA
"1-(2-hydroxyethyl-2-hydroxymethyl)-5-nitro-imidazole","3003_neg","1-(2-hydroxyethyl-2-hydroxymethyl)-5-nitro-imidazole",0.33,26.43,NA,"Unknown","null","1-(2-Hydroxyethyl-2-hydroxymethyl)-5-nitro-imidazole;Desmethylmisonidazole;1-(2-Hydroxyethyl)-2-hydroxymethyl-5-nitroimidazole","","HMDB0243779;HMDB0244560;HMDB0246690","NA;NA;NA","129723792;NA;121858","NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"1-(2-methoxyphenyl)piperazine","3444_pos","1-(2-methoxyphenyl)piperazine",0.2,9.56,"N-phenylureas","no MS2: Isoproturon-monodemethyl; LC-ESI-ITFT; MS2; CE","C11H16N2O","1-(2-Methoxyphenyl)piperazine;Pozanicline","","HMDB0243781;HMDB0256713","NA;NA","1346;21851902","NA;NA","DOULWWSSZVEPIN-UHFFFAOYSA-N","CN=C(O)NC1=CC=C(C=C1)C(C)C",FALSE,TRUE,NA,NA,NA
"1-(3,4-dichlorophenyl)-3-azabicyclo[3.1.0]hexane","5111_pos","1-(3,4-dichlorophenyl)-3-azabicyclo[3.1.0]hexane",0.31,6.55,NA,"Unknown","null","1-(3,4-Dichlorophenyl)-3-azabicyclo[3.1.0]hexane","","HMDB0243789","NA","9795276","NA","null","null",FALSE,TRUE,NA,NA,NA
"1-(3-carboxypropyl)-3,7-dimethylxanthine","6820_neg","1-(3-carboxypropyl)-3,7-dimethylxanthine",0.42,16.63,NA,"Unknown","null","1-(3-Carboxypropyl)-3,7-dimethylxanthine;3-Deazaadenosine;""7-Deaza-2'-deoxyguanosine"";Doxofylline;Forodesine;Glucose 3-hydroxybutyrate;Glucose butyrate;2,2-Dimethylpropanal 2,4-dinitrophenylhydrazone;(2S)-3-(4H-Imidazol-4-yl)-2-[[(2S)-5-oxopyrrolidine-2-carbonyl]amino]propanoic acid;[(2R,3S,4R,5R)-3,4,5,6-Tetrahydroxy-1-oxohexan-2-yl] 3-hydroxybutanoate;tubercidin","","HMDB0243498;HMDB0245849;HMDB0247243;HMDB0251602;HMDB0252454;HMDB0252771;HMDB0252773;HMDB0255799;HMDB0256374;HMDB0257924;HMDB0259318","NA;NA;NA;94714;NA;NA;NA;NA;NA;NA;NA","151419;1651;13915762;NA;1336;NA;NA;349748;NA;NA;NA","NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"1-(3-methylphenyl)-3-[(3r)-1-[2-(2-methylphenyl)-2-oxoethyl]-2-oxo-5-phenyl-3h-1,4-benzodiazepin-3-yl]urea","18299_pos","1-(3-methylphenyl)-3-[(3r)-1-[2-(2-methylphenyl)-2-oxoethyl]-2-oxo-5-phenyl-3h-1,4-benzodiazepin-3-yl]urea",0.07,445183,NA,"Unknown","null","1-(3-Methylphenyl)-3-[(3R)-1-[2-(2-methylphenyl)-2-oxoethyl]-2-oxo-5-phenyl-3H-1,4-benzodiazepin-3-yl]urea","","HMDB0244634","NA","3452843","NA","null","null",FALSE,TRUE,NA,NA,NA
"1-(4,5-dimethylthiazol-2-yl)-3,5-diphenylformazan","10622_pos","1-(4,5-dimethylthiazol-2-yl)-3,5-diphenylformazan",0.31,14.89,NA,"Unknown","null","1-(4,5-Dimethylthiazol-2-yl)-3,5-diphenylformazan;3-(4,5-Dimethylthiazol-2-yl)-2,5-diphenyl-2,3-dihydro-1H-tetrazole","","HMDB0254940;HMDB0258022","NA;NA","3634887;NA","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"1-(5'-phosphoribosyl)-5-amino-4-imidazolecarboxamide","10302_neg","1-(5'-phosphoribosyl)-5-amino-4-imidazolecarboxamide",0.4,7.44,NA,"1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide","null",NA,NA,NA,NA,NA,NA,"null","null",FALSE,TRUE,NA,NA,NA
"1-(5-fluoropentyl)-1h-indole-3-carboxylic acid 8-quinolinyl ester","11985_neg","1-(5-fluoropentyl)-1h-indole-3-carboxylic acid 8-quinolinyl ester",0.42,48.74,NA,"Unknown","null","1-(5-Fluoropentyl)-1H-indole-3-carboxylic acid 8-quinolinyl ester;10,10-Bis(pyridin-4-ylmethyl)anthracen-9-one","C13779","HMDB0244595;HMDB0259926","NA;35046","72710774;656732","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"1-(5-fluoropentyl)-3-(2-iodobenzoyl)indole","15195_pos","1-(5-fluoropentyl)-3-(2-iodobenzoyl)indole",0.2,3231983,NA,"Unknown","null","1-(5-Fluoropentyl)-3-(2-iodobenzoyl)indole","","HMDB0248268","138017","9889172","NA","null","null",FALSE,TRUE,NA,NA,NA
"1-(d-3-mercapto-2-methyl-1-oxopropyl)-l-proline","4609_pos","1-(d-3-mercapto-2-methyl-1-oxopropyl)-l-proline",0.13,113.25,NA,"Unknown","null","1-(D-3-Mercapto-2-methyl-1-oxopropyl)-L-proline;N-[(2R)-4-(Hydroxymethyl)-3-oxo-1-sulfanylhex-4-en-2-yl]acetamide","","HMDB0247169;HMDB0260423","NA;NA","2550;NA","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"1-(difluoromethyl)-2,3,4-trifluorobenzene","2792_neg","1-(difluoromethyl)-2,3,4-trifluorobenzene",0.07,16.5,NA,"Unknown","null","1-(Difluoromethyl)-2,3,4-trifluorobenzene;1,2-Dinitroglycerin;1,3-Dinitroglycerin;Flurothyl","","HMDB0243802;HMDB0244085;HMDB0244171;HMDB0252412","NA;18898;18921;NA","19967836;79076;NA;NA","NA;NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"1-[(5-amino-5-carboxypentyl)amino]-1-deoxyfructose","9291_pos","1-[(5-amino-5-carboxypentyl)amino]-1-deoxyfructose",0.56,21.31,NA,"Unknown","null","1-[(5-Amino-5-carboxypentyl)amino]-1-deoxyfructose;1-Deoxy-1-(N6-lysino)-D-fructose;Fructose-lysine;Fructosyl-lysine","C16488","HMDB0034879;HMDB0062186;HMDB0252494;HMDB0252495","24109;NA;NA;NA","131751634;NA;20111804;18546378","NA;NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"1-[(5-chloro-1h-indol-2-yl)carbonyl]-4-methylpiperazine","7716_pos","1-[(5-chloro-1h-indol-2-yl)carbonyl]-4-methylpiperazine",0.42,24.48,"Anilides","no MS2: Metazachlor; LC-ESI-ITFT; MS2; CE","C14H16ClN3O","1-[(5-Chloro-1H-indol-2-yl)carbonyl]-4-methylpiperazine;METAZACHLOR","C10948","HMDB0253737;HMDB0254508","NA;6798","4908365;49384","NA;NA","STEPQTYSZVCJPV-UHFFFAOYSA-N","CC1=CC=CC(C)=C1N(CN1C=CC=N1)C(=O)CCl",FALSE,TRUE,NA,NA,NA
"1-[3,4-dihydroxy-5-(hydroxymethyl)-2-oxolanyl]-1,2,4-triazole-3-carboxamide","5805_neg","1-[3,4-dihydroxy-5-(hydroxymethyl)-2-oxolanyl]-1,2,4-triazole-3-carboxamide",0.31,35.83,NA,"Unknown","null","1-[3,4-Dihydroxy-5-(hydroxymethyl)-2-oxolanyl]-1,2,4-triazole-3-carboxamide;""5'-Azacytidine"";arabinofuranosyl-5-azacytosine;4-Amino-1-(6-aminopurin-9-yl)pyrimidin-2-one","","HMDB0243988;HMDB0246880;HMDB0248552;HMDB0257570","94463;NA;NA;NA","5064;NA;1805;56974816","NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-4-hydroxyhydropyridin-2-one","5946_pos","1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-4-hydroxyhydropyridin-2-one",0.18,20.7,NA,"Unknown","null","1-[3,4-Dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-4-hydroxyhydropyridin-2-one","","HMDB0243807","NA","54676525","NA","null","null",TRUE,TRUE,NA,NA,NA
"1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-hydroxyimidazole-4-carboxamide","6774_pos","1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-hydroxyimidazole-4-carboxamide",0.36,12,NA,"Unknown","null","1-[3,4-Dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-hydroxyimidazole-4-carboxamide;Pyrazofurin;4-Amino-1-[(2R,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxypyrimidin-2-one;1-(6-Aminopurin-9-yl)-5-methylpyrimidine-2,4-dione","","HMDB0255794;HMDB0256946;HMDB0257637;HMDB0257910","NA;NA;NA;NA","4213;135447984;18505434;57262882","NA;NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"1-[5-(thiophen-2-ylmethoxy)-1h-indol-3-yl]propan-2-amine","8149_pos","1-[5-(thiophen-2-ylmethoxy)-1h-indol-3-yl]propan-2-amine",0.02,16.1,NA,"Unknown","null","1-[5-(Thiophen-2-ylmethoxy)-1H-indol-3-yl]propan-2-amine;pifithrin","","HMDB0249491;HMDB0256544","91556;NA","4284720;NA","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"1-[6-[(3-acetyl-2,4,6-trihydroxy-5-methylphenyl)methyl]-5,7-dihydroxy-2,2-dimethyl-1-benzopyran-8-yl]-3-phenyl-2-propen-1-one","17932_neg","1-[6-[(3-acetyl-2,4,6-trihydroxy-5-methylphenyl)methyl]-5,7-dihydroxy-2,2-dimethyl-1-benzopyran-8-yl]-3-phenyl-2-propen-1-one",0.38,1992044,NA,"Unknown","null","1-[6-[(3-Acetyl-2,4,6-trihydroxy-5-methylphenyl)methyl]-5,7-dihydroxy-2,2-dimethyl-1-benzopyran-8-yl]-3-phenyl-2-propen-1-one","","HMDB0247787","NA","NA","NA","null","null",FALSE,TRUE,NA,NA,NA
"1-[bis(4-fluorophenyl)methyl]-4-(3-phenylprop-2-enyl)piperazine","13333_neg","1-[bis(4-fluorophenyl)methyl]-4-(3-phenylprop-2-enyl)piperazine",0.02,26,NA,"Unknown","null","1-[Bis(4-fluorophenyl)methyl]-4-(3-phenylprop-2-enyl)piperazine","","HMDB0255487","92209","3378","NA","null","null",FALSE,TRUE,NA,NA,NA
"1-aminopiperidine","233_pos","1-aminopiperidine",0.33,39.29,NA,"Unknown","null","1-Aminopiperidine;1-Methylpiperazine;4-Aminopiperidine;Homopiperazine","","HMDB0243829;HMDB0243942;HMDB0246362;HMDB0253208","NA;NA;NA;NA","16658;NA;424361;68163","NA;NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"1-benzenesulfonyl-5-ethyl-5-phenylhydantoin","11070_pos","1-benzenesulfonyl-5-ethyl-5-phenylhydantoin",0.31,16.26,NA,"Unknown","null","1-Benzenesulfonyl-5-ethyl-5-phenylhydantoin;2-Chloro-21H,23H-porphyrin","","HMDB0245613;HMDB0250122","NA;NA","89498;NA","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"1-benzyl-4-(chloromethyl)benzene","4407_neg","1-benzyl-4-(chloromethyl)benzene",0.13,9.75,NA,"Unknown","null","1-Benzyl-4-(chloromethyl)benzene","","HMDB0243834","NA","84334","NA","null","null",FALSE,TRUE,NA,NA,NA
"1-benzylimidazole","2018_pos","1-benzylimidazole",0.56,21.33,NA,"Unknown","null","1-Benzylimidazole;1,2-Diaminonaphthalene;1,5-Naphthalenediamine;2,3-Diaminonaphthalene;Nicotyrine","C19463;C10161","HMDB0243836;HMDB0244064;HMDB0244231;HMDB0245385;HMDB0255591","NA;NA;53003;NA;NA","77918;13648;16720;69872;10249","NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"1-cyclohexene-1-carboxylic acid","806_neg","1-cyclohexene-1-carboxylic acid",0.42,70.36,NA,"Unknown","null","1-Cyclohexene-1-carboxylic acid","C12101","HMDB0243852","NA","69470","NA","null","null",FALSE,TRUE,NA,NA,NA
"1-deoxy-1-morpholino-d-fructose","6267_pos","1-deoxy-1-morpholino-d-fructose",0.38,32.44,NA,"Unknown","null","1-Deoxy-1-morpholino-D-fructose","","HMDB0243858","NA","220877","NA","null","null",TRUE,TRUE,NA,NA,NA
"1-ethyl-2-pyrrolidinone","478_pos","1-ethyl-2-pyrrolidinone",0.62,215.34,NA,"Unknown","null","1-Ethyl-2-pyrrolidinone;2-Methoxyisobutylisonitrile;5,5-Dimethyl-1-pyrroline N-oxide;Cyclohexanone oxime;Methoxyisobutylisonitrile;N-ISOPROPYLACRYLAMIDE","","HMDB0243878;HMDB0244336;HMDB0246162;HMDB0250654;HMDB0254551;HMDB0255163","NA;NA;149489;NA;NA;NA","NA;130600;1774;NA;450283;16637","NA;NA;NA;NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"1-fluoro-2,4-dinitrobenzene","2954_neg","1-fluoro-2,4-dinitrobenzene",0.09,16.29,NA,"Unknown","null","1-Fluoro-2,4-dinitrobenzene;1-Fluoro-2,3-dinitrobenzene;3-Chloro-4-hydroxy-5-methoxybenzaldehyde;4-Chlorophenoxyacetic acid","C07088","HMDB0245460;HMDB0245696;HMDB0245834;HMDB0246399","53049;NA;NA;1808","6264;15556753;29622;NA","NA;NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"1-hydroxy-2-(n-acetylcysteinyl)-3-butene","5260_neg","1-hydroxy-2-(n-acetylcysteinyl)-3-butene",0.31,9.61,NA,"Unknown","null","1-Hydroxy-2-(N-acetylcysteinyl)-3-butene;(2R)-2-Acetamido-6-hydroxy-2-(sulfanylmethyl)hex-3-enoic acid","","HMDB0244631;HMDB0257715","NA;NA","3547512;NA","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"1-hydroxyanthraquinone","4793_neg","1-hydroxyanthraquinone",0.42,126.78,NA,"Unknown","null","1-Hydroxyanthraquinone;7-Methyl-6,8-bis(methylthio)pyrrolo(1,2-a)pyrazine;cis-Mevinphos","C02980","HMDB0243898;HMDB0247512;HMDB0250292","28877;NA;38725","8512;128585;NA","NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"1-hydroxycyclohexyl phenyl ketone","3984_pos","1-hydroxycyclohexyl phenyl ketone",0.42,18.3,NA,"Unknown","null","1-Hydroxycyclohexyl phenyl ketone","","HMDB0247678","NA","70355","NA","null","null",FALSE,TRUE,NA,NA,NA
"1-hydroxyhexanoylglycine","3293_pos","1-hydroxyhexanoylglycine",0.53,1909.18,NA,"Unknown","null","1-hydroxyhexanoylglycine;2-hydroxyhexanoylglycine;3-hydroxyhexanoylglycine;4-hydroxyhexanoylglycine;5-hydroxyhexanoylglycine;1-Carboxyethylvaline;Castanospermine;H-D-Asp(OtBu)-OH","","HMDB0094718;HMDB0094719;HMDB0094720;HMDB0094721;HMDB0094722;HMDB0240627;HMDB0249700;HMDB0253009","NA;NA;NA;NA;NA;NA;NA;NA","87772907;131802902;131802903;131802904;131802905;NA;2592;102930","NA;NA;NA;NA;NA;NA;NA;NA","null","null",FALSE,TRUE,"Alpha amino acids","Carboxylic acids and derivatives","Amino acids, peptides, and analogues"
